FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;CI;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;CI2;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
4;4;4;4;4;4;419;90;6;6;6;6;6;6;6;6;5;5;4;4;4;4;4;3;4;4;4;3;4;1;2;2;3;3;0;2;3;3;2;2;5;2;4;4;3;4;4;3;2;4;2;4;2;3;2;2;1;2;2;2;3;3;2;3;3;3;2;2;2;2;3;2;2;2;2;3;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;24;24;12;16;42;48;22;51;7;6;6
5;4;5;4;3;3;200;60;7;4;4;6;4;7;7;1;2;3;4;4;4;4;4;4;4;4;5;4;4;1;2;2;2;2;2;1;2;1;2;1;5;4;5;2;3;2;4;5;4;4;4;5;2;4;3;1;2;4;4;1;4;2;2;4;4;2;1;4;3;1;4;3;2;4;3;2;3;4;1;0;1;0;3;3;0;0;0;3;3;1;3;2;0;3;1;3;0;0;1;24;18;14;6;45;56;17;60;13;0;15
4;3;4;4;3;3;40;60;7;3;3;2;2;7;7;2;2;1;2;2;2;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;1;0;1;1;2;4;4;3;2;4;3;3;4;3;3;4;4;4;3;3;2;4;3;3;4;2;4;4;3;3;1;4;2;3;2;2;4;4;1;1;1;4;0;2;3;0;3;2;0;0;3;3;0;2;2;0;2;3;2;0;0;0;3;21;10;14;5;23;50;9;60;4;7;19
5;3;5;5;4;4;300;30;7;4;3;5;4;7;5;2;2;2;5;3;4;5;5;5;4;4;3;4;4;1;1;1;2;1;2;1;2;1;2;2;4;4;4;5;5;3;5;5;4;4;4;4;4;3;4;2;2;1;3;1;4;3;3;3;2;2;1;3;2;2;3;3;3;3;2;2;2;4;0;0;1;0;1;0;0;0;1;2;2;1;2;1;0;1;1;0;0;0;2;26;16;12;6;46;62;15;52;4;1;10
4;3;4;4;4;4;400;60;6;6;6;6;6;5;5;5;5;5;2;2;2;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;4;4;3;2;4;4;2;4;2;2;2;4;4;4;2;1;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;2;2;1;1;1;1;4;2;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;23;24;10;15;23;47;20;32;7;0;1
4;2;4;4;2;4;150;15;6;3;1;5;1;4;3;5;5;1;5;5;5;1;4;5;5;5;4;5;4;1;3;1;3;3;2;1;2;0;2;2;5;4;5;4;4;1;4;5;5;4;2;5;1;1;4;2;2;4;2;1;1;1;1;1;2;3;2;3;1;3;1;1;2;1;1;4;2;4;3;1;0;1;0;2;1;1;2;0;0;2;0;1;0;0;1;1;0;0;0;20;10;7;11;48;54;19;41;10;5;1
4;3;4;4;4;4;57;5;6;5;4;5;4;3;2;2;2;2;4;4;3;4;4;2;4;4;4;2;4;1;2;1;3;2;2;1;2;0;2;3;4;2;4;4;4;4;4;4;2;4;2;4;2;4;2;3;3;3;3;3;2;2;2;3;3;3;3;2;3;3;3;3;2;3;3;3;3;4;3;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;1;1;1;1;2;23;18;5;6;39;50;18;61;14;13;15
5;3;4;4;3;2;362;300;7;5;4;5;4;5;5;5;4;4;4;3;4;3;4;4;4;4;4;4;4;1;2;2;2;3;2;2;2;1;2;2;4;3;4;4;4;3;3;5;4;3;3;4;3;3;3;2;1;2;2;1;2;1;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;4;2;2;1;0;1;0;0;1;0;0;1;2;1;0;0;0;0;1;2;0;0;21;18;10;13;42;53;20;30;7;4;3
5;3;5;5;3;5;190;2;7;4;4;6;6;7;7;2;3;7;2;5;3;3;5;1;4;4;2;2;3;1;2;1;2;1;2;1;2;2;2;2;3;2;2;5;5;3;4;5;2;4;2;5;1;4;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;3;2;4;2;2;2;2;2;2;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;26;20;14;12;34;49;17;44;14;11;14
1;3;1;2;3;4;100;1;2;2;2;2;2;3;2;2;1;1;4;4;3;4;4;4;4;4;3;4;3;1;1;1;2;1;1;1;1;1;1;1;4;5;5;4;4;4;4;3;4;4;3;5;3;2;4;2;2;2;3;2;3;3;2;3;3;3;2;3;3;3;3;3;3;2;2;3;3;4;1;2;1;1;2;1;1;2;2;2;2;1;2;1;1;1;1;2;1;1;1;14;8;5;4;41;58;11;58;10;9;10
4;3;3;1;2;3;288;60;6;4;2;3;1;5;4;2;3;2;1;4;1;1;2;3;1;3;2;2;1;1;2;2;2;2;2;1;2;2;3;2;3;3;2;2;2;2;1;3;3;2;2;3;2;2;3;2;2;2;1;3;2;1;2;2;1;1;1;2;2;3;2;1;2;2;1;1;1;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;16;10;9;7;21;35;20;37;1;1;0
5;5;5;5;5;5;400;45;7;6;5;4;4;5;5;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;5;1;1;1;1;1;1;5;1;5;1;5;1;5;3;1;4;1;4;4;4;1;1;1;1;1;1;3;1;3;4;1;1;1;1;1;4;3;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;30;19;10;6;11;35;13;43;4;2;1
5;3;5;4;3;3;150;30;7;5;3;3;2;3;2;3;2;2;5;3;5;3;3;4;3;3;4;3;3;1;2;0;2;1;1;0;2;0;1;2;5;5;2;3;4;1;5;3;3;3;5;5;5;2;5;3;3;3;3;3;4;3;3;3;3;3;1;4;2;2;4;3;4;4;3;2;3;4;3;0;1;0;2;3;0;2;2;2;2;3;2;2;2;2;2;2;0;0;1;23;13;5;7;39;56;11;66;17;4;12
4;3;4;2;2;3;400;120;6;5;4;5;4;6;6;5;4;4;2;2;2;2;2;2;2;2;4;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;12;13;24;45;20;22;0;0;0
4;3;4;2;3;3;400;60;7;5;3;5;3;2;2;3;2;2;3;4;4;2;4;4;4;4;4;4;4;1;1;0;1;1;1;0;2;1;1;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;1;2;3;2;4;3;1;3;3;3;1;4;4;3;4;4;4;4;3;3;4;4;2;0;2;1;2;2;0;2;0;0;2;2;3;0;0;0;3;2;0;1;1;19;16;4;7;41;74;9;67;12;2;11
4;4;4;4;4;4;1300;360;6;6;6;6;6;6;6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24;12;18;33;45;30;22;0;0;0
4;3;4;4;3;3;100;30;6;5;2;4;2;2;2;2;2;1;4;4;4;3;4;4;3;3;3;4;3;1;2;1;2;2;2;1;2;0;1;1;4;4;4;4;4;4;3;5;5;4;3;5;4;3;5;2;3;4;3;1;3;4;2;3;3;3;3;3;4;4;3;4;4;3;4;4;2;4;1;2;1;1;2;2;1;2;2;1;2;2;2;2;3;1;1;2;1;2;1;21;13;4;5;39;61;14;69;13;12;9
5;4;5;5;5;5;300;400;7;6;4;6;3;6;6;5;5;5;3;3;3;4;3;3;3;3;4;3;3;1;2;1;2;2;2;1;2;2;2;2;3;3;4;3;3;4;4;4;3;3;3;3;4;4;4;2;2;2;1;3;2;2;1;1;3;2;1;3;2;3;3;3;3;2;2;1;1;4;1;0;1;0;2;2;0;0;3;1;1;2;2;1;1;1;1;1;0;1;0;29;19;12;15;35;52;18;45;8;5;8
2;2;2;2;2;2;20;5;4;4;5;5;2;7;7;2;2;2;4;2;2;2;3;4;4;4;2;4;3;1;0;1;2;2;1;1;1;0;1;1;4;5;5;4;4;2;3;2;4;2;4;5;3;2;4;2;4;4;3;1;3;2;3;3;4;2;2;3;3;2;4;3;4;3;1;2;4;4;1;2;2;0;3;2;1;1;0;2;2;1;3;0;0;2;3;2;0;1;2;12;16;14;6;34;53;10;62;9;4;17
4;3;2;2;2;2;32;30;6;4;2;2;1;4;3;2;2;2;4;2;4;4;4;5;4;4;1;5;4;1;1;1;2;2;2;1;2;0;2;1;3;5;5;5;5;5;2;5;5;4;4;4;5;5;5;2;2;2;2;2;3;3;2;3;3;1;2;3;2;2;3;2;3;3;3;3;2;4;2;2;1;1;0;0;1;0;2;0;1;1;0;0;1;0;0;1;1;0;0;15;9;7;6;41;67;14;53;5;8;1
4;4;4;4;4;4;120;60;7;5;3;6;3;4;3;3;3;3;3;3;3;3;3;4;4;4;3;4;3;1;2;2;2;2;3;2;2;2;2;2;4;3;3;2;4;3;2;3;3;4;3;2;3;3;3;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;17;7;9;37;45;21;26;2;0;0
2;3;2;1;1;2;210;5;3;2;1;3;1;6;6;1;2;1;3;3;3;1;3;4;4;4;1;3;1;1;3;1;3;3;3;2;3;3;3;3;3;2;3;2;4;4;2;4;3;2;4;5;2;4;3;3;1;2;2;1;3;3;1;4;1;2;1;3;1;2;2;2;1;1;1;2;2;4;0;0;1;0;1;0;0;0;1;2;1;0;1;2;0;1;0;0;0;0;1;11;7;12;4;30;47;27;41;3;1;7
4;3;2;2;3;4;350;20;6;4;3;5;3;6;2;2;3;2;2;2;3;3;4;4;2;4;4;3;2;1;2;2;2;2;1;2;1;2;2;2;2;3;3;4;2;2;4;2;3;2;3;2;3;4;2;1;2;3;2;1;3;1;1;2;2;2;1;3;1;2;2;1;2;3;1;2;2;4;0;1;0;1;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;18;15;8;7;33;41;18;40;2;2;4
5;3;4;5;4;3;365;500;7;5;4;5;4;4;4;5;5;4;4;4;2;2;3;3;3;2;3;4;4;1;2;2;2;2;2;2;2;1;2;2;3;4;3;4;3;4;4;4;4;3;3;2;4;5;4;1;1;2;1;2;2;1;1;2;1;1;1;3;1;1;1;2;2;2;1;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;24;18;8;14;34;54;19;31;1;0;2
5;4;5;4;3;4;350;180;7;5;4;5;5;7;7;1;1;1;2;1;1;1;1;2;1;1;4;2;1;1;1;1;2;2;1;1;2;1;1;1;4;3;4;2;4;4;2;4;3;1;2;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;4;2;2;2;2;2;3;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;25;19;14;3;17;49;13;64;14;13;13
5;4;5;5;5;5;816;120;7;6;4;3;3;6;6;5;4;4;4;2;2;4;5;4;4;5;5;4;4;1;2;1;3;2;3;1;3;2;3;2;4;2;3;4;5;4;4;5;2;4;4;5;4;4;4;2;3;3;3;3;3;4;1;1;2;4;2;4;3;4;2;2;2;3;3;4;2;4;2;0;1;0;3;2;0;1;1;1;1;2;3;2;0;1;0;2;0;1;2;29;16;12;13;43;58;22;60;12;2;11
5;5;5;3;3;2;1200;180;7;2;2;2;2;7;7;3;2;3;2;4;4;4;4;1;4;4;5;1;3;1;3;2;3;3;3;3;3;3;3;3;5;2;4;1;4;4;1;5;5;2;2;3;2;3;1;2;2;2;1;2;3;1;3;1;1;2;1;3;3;3;4;2;2;3;1;3;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23;8;14;8;36;44;29;47;7;7;7
4;3;3;2;2;1;50;10;5;4;2;4;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;3;2;3;2;4;2;2;2;3;4;3;2;3;3;4;2;3;1;2;2;1;1;1;2;1;1;2;1;1;3;1;1;3;1;2;1;1;1;1;4;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;15;11;3;5;11;42;20;31;3;2;1
4;1;4;4;1;1;300;55;7;5;4;2;2;5;5;6;2;6;4;3;4;4;4;5;4;3;1;4;4;1;1;1;2;2;1;1;1;1;1;1;5;5;4;3;4;3;3;3;3;2;4;2;2;2;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;2;4;4;4;4;4;2;4;4;3;1;3;1;1;3;0;3;2;3;3;3;3;3;3;3;3;3;3;1;3;15;13;10;14;40;49;12;77;21;11;19
2;2;2;2;2;4;97;15;5;3;2;2;1;4;4;2;2;2;2;4;4;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;4;2;2;4;2;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;8;6;42;36;20;24;1;1;1
3;3;3;3;3;3;190;30;4;4;4;5;4;4;4;2;2;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;2;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;4;1;1;1;0;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;18;17;8;6;33;45;11;45;8;7;7
5;3;5;4;4;5;150;180;7;6;6;6;6;6;6;3;3;4;4;4;4;2;5;4;2;4;4;4;3;1;2;1;2;1;1;1;2;0;2;2;2;4;3;4;5;3;4;5;4;3;3;4;3;3;4;4;2;3;4;1;2;3;2;4;2;2;2;4;4;3;3;2;1;4;2;1;1;4;2;1;1;1;3;2;0;0;0;1;1;3;2;1;0;3;1;2;2;1;0;26;24;12;10;40;54;14;56;11;5;11
4;4;4;4;4;5;500;300;7;6;4;6;4;7;7;5;5;5;4;4;4;4;4;4;4;4;4;4;3;1;2;1;3;3;2;2;2;1;1;2;3;2;4;4;4;4;4;4;2;4;2;3;2;3;2;2;2;3;3;1;2;1;1;2;1;2;1;3;2;3;2;2;1;2;2;1;2;4;1;2;0;0;1;2;0;1;1;0;2;2;1;1;0;0;0;2;1;0;0;25;20;14;15;43;47;19;41;11;4;2
3;3;2;2;2;4;200;30;4;3;1;3;1;2;1;1;1;1;2;3;2;2;2;2;2;3;2;2;2;1;2;2;2;2;2;1;2;1;2;2;4;3;4;2;2;2;3;3;3;2;3;4;2;2;3;2;2;2;2;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;2;2;1;4;2;0;0;0;0;0;2;2;2;0;0;1;0;0;0;0;0;0;0;1;0;16;8;3;3;24;42;18;32;5;5;0
4;3;4;4;3;3;500;45;5;4;3;3;2;7;7;1;2;1;4;3;3;3;4;4;3;3;4;4;4;1;3;1;3;2;2;1;2;1;3;3;5;3;4;3;4;4;3;4;4;3;4;4;3;3;4;3;2;2;2;1;3;3;2;2;1;1;1;3;2;2;1;4;3;2;3;3;2;4;2;2;1;0;1;0;0;0;0;1;1;1;2;0;0;1;0;0;0;0;1;21;12;14;4;39;55;21;48;4;2;7
5;4;5;5;5;5;250;40;7;4;4;4;5;4;4;5;5;5;3;4;3;3;3;4;3;4;3;3;3;1;2;3;2;2;3;3;2;2;2;2;4;2;4;4;4;2;3;4;4;3;3;3;3;4;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;17;8;15;36;50;23;25;0;0;0
3;3;3;2;2;2;500;70;5;2;2;2;2;4;4;1;1;1;4;2;4;4;2;5;4;2;3;4;5;1;0;0;2;1;1;0;1;0;0;1;4;4;4;4;4;5;4;5;5;4;4;4;5;5;5;4;3;4;3;2;4;4;2;3;4;2;2;4;3;4;4;4;4;3;3;2;3;4;0;1;2;1;3;3;2;3;3;3;2;1;3;2;1;3;3;3;1;3;3;15;8;8;3;39;66;6;71;14;12;20
4;3;4;3;3;4;636;60;7;5;4;3;2;5;1;2;2;2;4;3;3;4;3;4;3;2;2;3;2;1;1;0;2;2;1;0;2;1;0;1;4;4;4;3;4;3;4;4;4;2;4;4;3;2;4;3;2;2;3;1;3;2;3;2;2;2;1;2;3;3;3;4;3;2;2;3;3;4;1;0;2;0;2;1;1;1;2;3;2;2;3;1;1;3;3;0;1;1;1;21;14;6;6;33;53;10;54;8;6;17
2;1;2;2;3;2;1;5;3;4;4;4;4;1;1;1;1;1;2;3;4;4;4;4;4;4;2;3;4;1;1;1;2;1;2;1;2;1;1;1;3;3;4;4;2;4;3;5;1;4;3;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;2;0;2;0;1;2;0;0;1;3;1;1;2;2;0;1;0;0;0;0;1;12;16;2;3;38;52;13;83;8;1;10
4;3;4;3;3;4;500;15;5;4;3;5;3;5;2;2;2;2;4;4;4;4;4;5;4;4;5;5;5;1;2;2;2;2;2;1;3;0;2;2;4;4;4;4;5;3;3;5;4;4;4;4;3;3;4;3;2;2;2;3;3;1;2;2;2;3;3;3;3;3;2;2;2;1;1;2;2;4;1;2;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;21;15;7;6;48;58;18;49;4;5;1
2;3;4;4;2;4;90;120;5;2;2;2;2;6;6;3;2;2;5;3;4;2;2;5;4;2;1;5;3;1;1;0;1;1;1;0;0;0;1;1;3;5;4;2;3;1;1;3;5;3;4;4;5;2;5;3;2;4;2;2;3;1;3;2;4;1;2;3;3;3;4;4;3;2;2;1;1;4;1;0;1;3;2;2;1;2;2;1;1;0;3;1;2;2;2;1;0;1;2;19;8;12;7;36;50;6;55;8;9;13
5;3;5;4;4;4;1181;60;7;5;4;5;4;5;5;3;2;2;4;5;4;5;5;5;4;5;4;4;4;1;3;1;3;2;3;2;3;2;3;3;4;3;3;3;5;4;5;4;4;4;5;4;4;4;4;2;1;2;2;1;2;1;1;1;2;1;1;2;1;2;3;1;2;1;1;1;2;4;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;25;18;10;7;49;60;25;33;4;1;1
4;3;4;3;4;4;100;25;7;5;3;5;3;5;4;5;4;4;3;4;2;2;4;2;2;4;4;2;2;1;2;2;2;2;2;2;2;2;2;2;4;3;3;2;4;1;2;4;4;3;3;2;2;2;3;2;2;3;2;2;2;2;1;2;2;2;1;2;2;1;1;2;1;2;1;3;1;4;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;22;16;9;13;31;42;20;39;5;2;1
5;3;4;4;4;4;300;2;7;5;3;7;3;3;3;3;3;2;4;4;4;4;4;4;4;4;3;4;4;1;1;1;2;2;2;2;2;1;2;2;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;2;2;3;2;3;3;3;3;3;2;2;2;3;2;1;2;1;2;2;1;1;1;4;1;2;1;0;2;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;24;18;6;8;43;59;17;46;5;5;7
5;4;5;5;5;5;307;170;7;3;2;4;2;6;6;2;2;2;4;2;5;4;2;4;4;4;4;4;4;1;2;3;3;3;3;3;0;3;3;3;4;2;2;1;2;2;2;5;1;4;2;4;1;2;2;1;1;2;2;1;2;1;1;1;2;1;1;3;1;1;1;2;1;1;1;1;2;4;0;1;0;0;0;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;29;11;12;6;41;36;26;30;5;4;0
2;2;2;2;2;2;700;3;4;2;2;2;1;1;1;1;1;1;2;3;3;2;3;3;3;2;2;4;2;1;2;1;2;2;2;1;2;1;2;2;4;3;3;3;4;4;4;4;2;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;12;7;2;3;29;49;17;64;0;0;2
3;3;3;4;3;3;200;10;6;4;3;4;2;5;1;2;2;2;4;4;3;2;2;4;3;4;4;4;4;1;2;2;2;2;2;1;2;0;2;1;4;4;4;5;5;2;4;3;5;3;3;4;2;2;3;3;3;4;4;4;4;3;1;3;1;2;1;3;4;4;4;4;4;4;4;2;4;4;2;0;0;1;1;1;2;2;2;0;2;2;1;2;1;2;1;1;2;1;0;19;13;6;6;38;53;16;70;12;9;5
5;5;5;5;5;5;700;120;7;6;5;4;4;7;7;5;5;5;4;3;3;4;4;4;3;4;4;4;4;1;2;2;2;2;2;2;2;2;2;2;4;2;4;3;4;4;3;4;4;4;2;4;2;4;3;2;1;3;2;2;2;2;1;2;2;2;2;3;2;2;3;2;2;2;2;3;2;4;3;1;1;1;1;1;0;1;1;0;1;2;1;1;1;1;1;1;0;0;0;30;19;14;15;41;51;20;46;10;4;5
1;2;2;1;1;1;250;20;2;3;1;5;1;5;5;1;1;1;2;4;4;2;4;2;2;2;5;3;3;1;2;1;2;1;0;1;1;1;1;2;5;3;4;1;4;3;2;4;5;4;4;4;2;2;3;2;3;3;3;1;4;4;4;3;3;4;1;4;3;3;3;2;3;4;4;4;2;4;1;2;2;1;1;1;0;1;0;2;2;2;1;2;1;2;2;3;0;1;2;8;10;10;3;33;50;12;67;12;5;12
5;3;5;3;4;2;250;30;7;4;5;5;3;6;6;2;2;2;3;4;4;3;4;4;4;4;2;4;4;1;2;2;2;2;2;2;3;2;2;2;4;3;4;4;5;4;3;5;2;4;3;4;3;3;3;2;2;1;3;1;3;1;1;2;1;1;1;3;2;2;1;1;3;2;1;1;1;4;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;22;17;12;6;40;54;21;36;2;2;1
4;4;4;4;3;4;300;30;6;5;4;5;4;5;5;1;1;1;4;3;4;3;4;4;4;4;2;4;4;1;2;1;2;2;2;1;2;1;2;2;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;2;2;2;2;1;3;3;2;2;3;3;3;3;1;1;3;2;3;3;3;3;3;4;0;1;0;1;2;1;1;1;2;2;2;1;1;1;1;1;1;1;2;0;3;23;18;10;3;40;58;17;53;7;8;10
5;3;5;4;4;5;380;80;7;6;3;6;3;7;7;5;2;3;1;4;3;2;4;1;2;4;4;4;1;1;3;3;3;3;2;2;2;2;3;3;4;2;4;1;2;1;1;4;2;1;4;3;1;1;1;1;2;1;2;1;2;3;1;1;3;1;1;3;2;1;1;2;2;2;1;1;2;4;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;26;18;14;10;30;32;26;36;4;2;1
2;3;2;3;2;2;130;20;5;5;3;4;3;5;5;3;3;3;2;2;2;4;4;2;2;4;4;2;1;1;2;2;3;2;3;3;2;2;3;3;4;2;4;1;3;4;1;4;3;3;2;4;4;4;3;2;2;2;2;2;1;1;1;1;2;2;2;3;2;3;1;2;2;3;1;4;2;4;1;2;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;14;15;10;9;29;46;25;43;3;4;1
2;3;3;3;4;3;54;2;2;3;3;2;2;4;4;3;3;2;3;4;3;4;3;3;4;2;3;4;3;1;2;1;1;2;2;1;2;2;1;1;4;3;3;3;4;2;3;3;2;2;2;3;3;3;2;3;3;2;3;2;2;3;3;3;2;3;4;3;2;3;3;4;3;2;2;2;3;4;1;2;3;2;1;2;2;1;1;2;1;1;2;1;2;3;2;2;1;1;2;18;10;8;8;36;42;15;60;9;11;15
2;3;1;1;2;4;26;10;3;2;2;2;2;3;3;1;1;1;4;4;4;5;5;4;5;4;2;4;1;1;2;2;2;2;2;3;2;1;3;2;4;4;5;2;4;2;1;4;4;1;4;4;3;2;4;1;3;4;3;2;4;2;1;2;2;2;1;1;4;1;2;2;1;4;1;2;1;4;0;1;0;2;2;1;2;2;1;1;1;0;1;0;1;1;0;1;0;0;0;13;8;6;3;42;48;21;46;5;7;5
4;1;4;2;1;1;250;60;7;4;4;4;4;5;5;2;2;1;3;2;2;2;2;2;3;2;3;3;2;1;1;1;2;3;2;1;3;1;2;1;4;3;4;1;2;4;1;3;3;1;4;4;4;2;3;3;3;3;4;1;4;3;3;3;1;2;2;2;3;3;1;3;2;3;3;2;1;4;1;2;1;0;2;0;0;1;0;1;1;2;0;0;0;2;0;0;0;2;1;13;16;10;5;26;43;17;55;5;4;7
4;3;4;4;4;2;290;100;7;5;3;4;2;5;4;3;3;2;4;4;4;4;4;4;4;4;4;4;4;1;1;1;2;1;2;1;2;2;2;2;2;3;4;3;4;2;4;4;4;4;4;4;3;2;4;2;2;1;1;2;1;2;1;1;2;3;3;2;1;1;2;2;2;2;2;3;2;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;21;14;9;8;44;51;16;40;2;2;2
1;2;1;4;2;2;90;0;2;2;3;2;3;1;1;1;1;1;4;2;4;1;4;4;2;2;2;4;1;1;2;1;3;2;1;1;2;1;2;2;4;2;4;2;4;3;4;4;4;2;2;4;2;3;2;2;2;2;2;1;3;2;1;2;1;1;1;3;1;2;1;2;2;3;2;1;1;4;1;0;0;0;1;0;0;0;1;1;0;1;2;0;0;1;0;0;0;0;0;12;10;2;3;30;46;17;38;2;1;5
5;1;5;5;5;5;700;180;5;6;4;7;7;7;7;6;6;7;1;5;2;3;4;2;1;3;4;2;3;1;2;0;2;1;1;1;1;1;2;2;1;4;2;3;4;2;1;3;5;3;3;4;2;3;3;1;1;2;3;2;2;3;1;1;4;4;3;4;2;2;2;2;3;2;3;2;3;4;1;0;1;1;2;1;1;2;1;2;0;0;0;3;3;3;2;2;2;1;2;26;24;14;19;30;43;13;52;9;9;12
5;4;5;5;4;5;1025;240;7;7;5;7;5;7;7;4;3;3;4;3;4;4;3;5;3;2;5;2;5;1;1;1;2;2;2;1;2;0;2;1;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;4;2;4;4;2;4;2;4;4;4;3;1;4;4;2;4;4;4;4;2;3;4;4;2;0;2;1;3;2;0;2;3;3;3;3;3;2;1;2;3;2;1;1;3;28;24;14;10;40;73;14;73;16;7;19
4;4;4;5;4;5;500;30;5;4;3;5;3;5;5;4;3;3;5;4;4;5;5;5;4;4;5;3;4;1;2;1;3;2;2;1;2;0;2;3;4;3;5;4;4;5;4;5;4;4;3;4;3;4;2;2;3;3;2;1;2;2;3;3;2;1;1;2;2;1;2;3;4;2;1;1;2;4;1;2;0;0;2;1;1;1;2;1;1;2;1;1;2;2;1;0;0;0;0;26;15;10;10;48;58;18;45;7;7;7
