FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
5;4;5;5;5;5;150;360;7;5;2;2;4;5;5;5;5;5;4;4;4;4;4;5;1;4;4;5;1;0;0;0;0;0;0;0;0;0;0;1;5;1;1;1;1;1;1;5;1;5;1;5;5;5;4;4;4;4;4;4;4;4;4;4;1;1;4;4;4;4;4;4;4;4;4;4;3;1;3;0;3;3;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;29;13;10;15;40;39;0;82;18;13;21
5;5;5;5;4;5;200;240;7;2;2;3;3;4;4;4;4;4;5;4;4;4;4;4;3;3;2;4;4;2;1;1;2;1;1;1;0;1;1;3;2;3;4;4;4;5;5;3;3;3;3;4;3;3;2;3;2;2;2;3;3;1;4;3;3;2;2;3;2;3;3;2;3;2;2;2;0;0;1;0;2;2;0;0;1;2;1;0;1;1;0;1;1;1;0;0;0;29;10;8;12;41;52;11;54;5;1;8
5;5;5;5;4;5;300;240;7;5;3;4;3;7;7;5;4;5;3;4;4;4;4;2;4;4;5;3;3;2;2;2;3;2;2;2;2;2;2;3;3;3;2;5;4;3;5;3;3;2;4;2;4;4;1;2;2;2;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;1;1;1;1;1;0;0;1;2;1;1;2;0;1;1;0;1;1;0;0;1;1;1;0;29;15;14;14;40;50;21;32;8;7;1
5;5;5;5;5;5;300;240;7;7;7;6;7;7;6;6;5;5;4;4;4;4;4;2;4;4;4;4;3;2;2;2;2;2;1;2;2;2;2;4;2;4;2;4;4;2;4;2;4;2;4;2;4;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;30;27;13;16;41;46;19;35;4;2;0
2;1;1;1;1;1;50;5;4;3;2;2;2;3;3;2;1;3;2;3;2;2;4;2;2;4;3;2;2;3;3;3;2;3;2;3;1;3;3;5;3;4;1;3;2;2;3;2;4;4;4;2;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;1;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;7;9;6;6;28;42;26;30;3;0;0
4;5;4;4;5;5;50;45;6;7;6;6;7;6;6;6;6;6;5;4;4;4;5;1;4;4;4;2;5;3;3;3;3;3;3;3;3;3;3;4;1;4;4;5;5;4;4;2;4;1;5;2;4;2;1;1;1;1;1;2;2;2;1;1;1;1;4;1;4;1;1;1;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;27;26;12;18;42;51;30;31;2;2;0
5;2;5;5;2;2;140;60;7;5;4;5;4;2;4;2;2;2;5;4;5;5;5;5;5;4;2;5;4;3;2;3;3;3;2;3;2;3;3;5;3;5;2;2;1;2;3;3;4;4;3;2;1;2;3;1;3;4;2;4;2;2;4;2;2;3;3;4;1;2;2;2;4;3;2;2;0;2;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;2;0;0;0;21;18;6;6;49;42;27;57;6;3;1
5;4;5;5;4;4;200;180;7;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;1;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;2;3;3;3;3;2;2;3;3;2;3;3;3;3;2;2;2;2;1;0;2;0;2;2;0;1;2;2;2;2;0;1;1;1;1;1;1;1;0;27;20;8;12;44;60;19;56;10;5;8
4;5;4;4;4;4;450;30;6;6;5;5;5;7;6;5;5;3;4;5;4;4;3;4;4;4;4;4;4;2;2;3;2;2;2;2;2;3;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;2;2;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;25;21;13;13;44;55;22;31;2;2;1
3;4;4;2;4;3;2;20;3;2;2;3;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;2;1;1;2;2;2;3;3;3;3;3;4;3;3;2;3;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;2;2;3;3;2;2;3;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;4;6;33;45;16;55;0;0;0
4;4;4;3;3;4;300;2;6;6;7;6;7;6;6;5;5;5;2;3;3;3;4;2;3;4;4;2;4;3;2;3;3;1;3;2;1;3;2;3;2;4;4;5;3;4;3;5;4;1;3;2;2;3;2;1;1;1;2;2;2;2;3;2;1;1;2;4;1;2;2;2;1;2;1;2;1;0;0;0;0;1;0;1;0;2;1;0;0;0;1;0;1;2;0;0;0;22;26;12;15;34;48;23;39;6;1;3
4;5;5;4;4;5;500;30;6;6;5;5;5;6;5;5;5;6;4;3;5;4;4;4;4;3;4;4;4;3;3;3;3;2;2;3;0;3;3;5;2;4;5;4;4;4;4;2;3;3;5;4;4;5;2;2;1;2;3;2;2;1;2;2;2;1;1;1;1;2;3;1;2;2;2;1;0;1;0;1;1;1;1;1;2;0;0;0;1;1;0;0;1;1;1;0;0;27;21;11;16;43;58;25;38;4;6;3
4;3;4;4;3;4;500;30;6;6;3;5;3;5;5;4;3;3;4;5;4;4;3;5;4;3;4;4;4;2;2;2;2;2;2;3;2;2;2;3;4;4;4;5;3;4;5;5;3;5;4;4;3;4;2;3;3;2;1;2;2;1;2;1;3;2;3;2;3;3;2;2;2;2;3;2;1;0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;22;17;10;10;44;60;21;48;3;0;6
2;3;2;1;1;1;115;120;4;3;2;2;2;4;1;1;2;1;2;4;3;2;4;3;2;4;2;3;2;2;1;2;3;1;1;1;0;1;1;4;5;4;1;4;3;4;4;4;2;4;4;3;3;4;3;3;4;4;1;4;3;4;3;3;3;2;4;4;1;4;4;4;4;4;4;2;0;1;1;2;3;1;2;2;2;3;2;2;3;1;1;3;2;1;1;1;1;10;9;5;4;31;53;13;72;9;10;16
3;2;3;3;2;3;500;10;1;5;4;5;5;6;6;1;1;1;3;4;4;4;5;3;4;5;5;4;4;2;2;2;2;2;2;2;2;2;3;4;3;4;4;4;3;3;3;4;4;3;4;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;2;2;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;16;19;12;3;45;51;21;46;6;5;7
2;3;4;4;4;4;400;120;6;6;3;5;2;5;5;3;3;3;4;4;4;3;4;4;4;4;4;2;3;2;2;2;2;2;2;2;2;2;2;4;3;3;4;4;4;4;4;4;4;3;2;2;3;2;1;2;1;1;1;1;2;1;1;2;1;2;2;1;1;1;2;2;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;21;16;10;9;40;50;20;29;4;2;0
2;2;5;5;3;2;34;3;6;5;7;7;6;7;6;7;5;7;4;3;3;2;5;1;3;5;5;4;5;1;3;2;2;2;3;2;3;2;0;2;5;1;1;2;5;1;2;3;4;4;2;4;3;1;2;4;1;1;3;2;3;1;2;4;3;2;3;4;3;4;3;4;3;4;3;4;2;3;1;1;2;0;1;1;2;3;1;3;1;1;2;3;2;3;2;3;2;19;25;13;19;40;40;20;63;11;14;14
5;4;3;2;4;3;165;120;1;4;6;4;2;6;3;4;2;6;2;5;3;1;4;3;1;4;2;2;4;3;2;2;1;0;3;0;2;1;3;1;2;3;1;4;1;2;3;5;4;2;5;4;4;4;1;4;2;1;2;3;1;2;4;2;3;2;1;4;2;1;2;2;4;2;2;1;0;2;1;0;3;2;1;2;0;0;0;2;1;1;0;2;1;0;0;3;2;21;16;9;12;31;45;17;48;7;6;10
4;3;4;1;1;2;210;15;5;3;1;6;1;4;5;3;3;1;2;5;3;1;1;2;3;5;2;2;1;3;1;2;2;2;0;1;0;2;1;4;3;1;5;5;4;5;2;1;4;1;5;3;4;5;2;2;4;3;1;1;3;3;2;4;3;4;2;2;1;3;4;2;3;3;2;4;1;0;0;0;0;1;0;2;0;0;1;2;2;0;0;0;1;0;0;0;1;15;11;9;7;27;52;14;58;7;0;4
4;2;4;3;2;3;15;20;6;3;2;3;2;4;2;3;3;2;2;3;3;3;4;2;3;4;3;3;2;2;1;2;2;2;2;2;0;2;2;4;4;3;3;4;4;4;4;4;3;3;4;5;4;5;1;3;2;2;2;2;2;1;2;1;2;1;3;2;3;3;2;2;2;2;3;2;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;18;10;6;8;32;58;17;45;4;3;5
4;4;4;2;3;3;12;20;4;4;2;2;3;5;3;1;4;4;4;4;4;4;3;2;4;4;4;2;4;2;2;2;2;2;2;2;1;1;2;4;4;3;3;3;4;3;4;2;3;3;4;3;4;3;3;3;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;2;1;1;1;2;2;2;1;2;2;2;1;2;1;20;11;8;9;39;50;18;50;11;8;11
3;2;2;2;2;1;1;2;4;4;4;4;4;2;2;1;3;3;2;3;4;3;3;5;3;4;3;5;3;1;2;3;3;2;2;3;0;1;2;5;4;4;5;4;5;4;5;2;3;3;3;4;4;3;3;2;2;2;3;2;3;3;1;1;3;3;3;3;2;3;2;3;2;2;3;3;0;0;1;0;0;0;1;0;0;3;3;2;1;1;2;2;2;1;1;1;2;12;16;4;7;38;58;19;54;7;5;11
5;2;5;4;3;4;250;30;6;4;5;4;5;5;5;5;4;5;2;5;4;2;3;2;3;4;5;3;1;3;2;2;3;3;2;0;3;3;3;5;1;4;4;4;4;3;4;4;4;2;4;4;4;4;1;2;2;2;1;2;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;23;18;10;14;34;55;24;29;3;0;1
4;3;4;2;4;2;200;20;6;4;4;5;4;3;3;2;2;3;2;4;4;3;4;3;4;4;4;3;3;2;2;2;2;2;2;2;2;2;2;3;2;3;2;4;2;2;4;2;2;3;4;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;17;6;7;38;41;20;23;0;1;0
5;2;5;4;4;4;153;120;7;6;5;6;5;1;2;1;1;1;4;4;4;4;2;3;5;2;1;5;4;2;3;2;2;2;2;2;2;2;3;5;2;5;3;4;4;3;5;4;4;3;4;4;4;3;2;3;2;2;2;2;2;2;3;2;2;1;3;3;3;3;2;3;3;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;24;22;3;3;38;57;22;50;5;2;1
2;3;1;4;1;4;70;10;4;2;2;1;1;5;5;2;1;1;4;3;4;4;5;4;5;4;3;5;4;2;0;2;3;1;0;2;0;2;1;4;5;5;4;5;2;4;4;4;4;5;5;5;3;5;2;1;1;2;2;3;2;1;1;1;2;1;3;1;3;3;2;2;2;1;2;1;2;0;0;0;1;0;0;0;0;2;1;3;1;0;1;0;0;1;0;0;1;15;6;10;4;45;64;13;39;7;1;5
4;3;2;2;3;4;300;15;6;2;2;2;2;3;3;1;2;1;4;3;4;2;4;4;4;4;2;4;4;2;1;2;2;2;1;2;1;2;2;4;3;5;4;4;4;4;5;5;5;4;4;4;4;4;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;0;1;1;0;1;1;0;0;3;0;2;0;1;0;0;1;1;0;0;0;0;18;8;6;4;39;63;17;39;3;4;5
2;3;3;4;2;2;200;45;4;5;3;3;2;6;7;2;2;1;4;5;4;3;5;4;4;5;4;4;3;2;2;2;3;2;1;3;1;3;2;5;2;4;4;5;4;4;3;5;5;5;5;1;3;4;2;2;4;2;1;2;3;2;4;4;2;1;3;1;1;1;2;3;4;3;1;3;3;2;1;2;3;3;0;1;1;0;3;2;1;2;0;1;1;3;1;0;0;16;13;13;5;45;59;21;51;17;6;7
3;3;3;2;4;1;560;120;3;2;2;4;4;5;5;1;1;1;1;4;4;1;2;4;3;3;2;4;2;2;1;2;3;2;1;2;1;1;2;2;3;3;2;2;3;3;4;1;5;1;4;2;4;1;2;2;3;1;3;3;4;1;4;4;4;3;3;3;1;2;2;3;3;3;3;3;0;0;0;0;2;2;2;2;1;1;1;1;1;1;0;0;1;0;0;0;0;16;12;10;3;30;40;17;60;7;3;5
4;1;4;3;1;1;350;30;6;2;2;2;2;2;2;1;1;1;2;2;3;1;2;3;2;3;2;3;2;1;1;1;1;2;2;2;2;2;2;4;4;5;1;2;3;4;2;3;4;2;4;2;4;2;1;1;1;4;4;1;1;1;1;2;1;1;3;2;2;3;1;3;1;1;1;2;0;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;14;8;4;3;25;46;16;38;6;8;7
